page	index	kind	element	english	japanese
service-standards.html	5	text	a	Teacher Cover	講師の代講・短期手配
service-standards.html	6	text	a	When We Help	対応できるケース
service-standards.html	7	text	a	How It Works	ご利用の流れ
service-standards.html	8	text	a	Journal	Journal
service-standards.html	9	text	a	About	Englishireについて
service-standards.html	10	text	a	Request Teacher Cover	代講について相談する
service-standards.html	11	text	p	Service Standards	サービス方針
service-standards.html	12	text	h1	Clear expectations before an assignment begins.	課題を開始する前に、期待することを明確にします。
service-standards.html	13	text	p	These standards explain how Englishire responds to enquiries, agrees commercial terms, protects learners and manages temporary teacher cover.	これらの基準は、Englishire が問い合わせにどのように対応し、商業条件に同意し、学習者を保護し、短期講師の補償を管理するかを説明しています。
service-standards.html	14	text	p	They are intended to make the working relationship practical and transparent. An enquiry begins a review; it does not reserve a teacher or create a confirmed assignment.	これらは、協力関係を現実的かつ透明にすることを目的としています。問い合わせは審査を開始します。講師を予約したり、確認済みの課題を作成したりすることはありません。
service-standards.html	15	text	strong	Last reviewed:	最終レビュー:
service-standards.html	16	text	p	22 July 2026	2026 年 7 月 22 日
service-standards.html	17	text	p	Contents	コンテンツ
service-standards.html	18	text	h2	The standards	基準
service-standards.html	19	text	a	1. Response standards	1. 対応基準
service-standards.html	20	text	a	2. Commercial framework	2. 商用フレームワーク
service-standards.html	21	text	a	3. Confirmation and changes	3. 確認・変更
service-standards.html	22	text	a	4. Safeguarding	4. 安全保護
service-standards.html	23	text	a	5. Information handling	5. 情報の取り扱いについて
service-standards.html	24	text	a	6. Assignment practice	6.課題演習
service-standards.html	25	text	a	7. Concerns and incidents	7. 懸念事項と事件
service-standards.html	26	text	p	01	01
service-standards.html	27	text	h2	Response standards	対応基準
service-standards.html	28	text	p	Englishire aims to acknowledge a complete enquiry within one business day. Urgent requests are prioritised, but the speed of a reply may depend on the information supplied, travel practicalities and the need to confirm teacher suitability and availability.	Englishire は、すべての問い合わせに対して 1 営業日以内に応答することを目指しています。緊急のリクエストが優先されますが、返信の速度は、提供された情報、旅行の現実性、講師の適格性と空き状況を確認する必要性によって異なる場合があります。
service-standards.html	29	text	p	Acknowledgement is not confirmation of cover. Englishire will state clearly when an assignment has been accepted and what further action is required.	謝辞はカバーの確認ではありません。 Englishire は、業務がいつ受け入れられたか、さらにどのようなアクションが必要かを明確に示します。
service-standards.html	30	text	p	02	02
service-standards.html	31	text	h2	Commercial framework	商用フレームワーク
service-standards.html	32	text	p	Fees are quoted for the particular assignment after the timetable, location, preparation requirements and other material details have been reviewed.	料金は、スケジュール、場所、準備要件、その他の重要な詳細が検討された後、特定の任務に対して見積もられます。
service-standards.html	33	text	li	The quotation will identify the agreed teaching work and any stated travel, preparation, tax or additional cost.	見積書には、合意された教育業務と、記載されている旅費、準備費、税金または追加費用が記載されています。
service-standards.html	34	text	li	No payment obligation arises merely from submitting an enquiry.	お問い合わせを送信しただけでは支払い義務は発生しません。
service-standards.html	35	text	li	Payment timing and invoicing details are provided before the assignment is confirmed.	支払いのタイミングと請求書の詳細は、業務が確認される前に提供されます。
service-standards.html	36	text	li	Material additions to the timetable, duties, location or preparation may require a revised quotation.	スケジュール、任務、場所、または準備に重大な追加がある場合は、見積もりの​​修正が必要になる場合があります。
service-standards.html	37	text	p	03	03
service-standards.html	38	text	h2	Confirmation, cancellation and changes	確認・キャンセル・変更
service-standards.html	39	text	p	An assignment is confirmed only when Englishire has accepted it in writing and the school has accepted the stated terms. Until then, availability may change.	課題は、Englishire が書面で課題を受理し、学校が定められた条件を受け入れた場合にのみ確認されます。それまでは、空き状況が変更される可能性があります。
service-standards.html	40	text	p	Cancellation and change terms will be supplied before confirmation and will reflect the timing and practical effect of the change. Englishire will not rely on undisclosed charges.	キャンセルおよび変更の条件は確認前に提供され、変更のタイミングと実際の効果が反映されます。 Englishire は未公開の請求に依存しません。
service-standards.html	41	text	p	04	04
service-standards.html	42	text	h2	Safeguarding and professional boundaries	保護と専門的境界線
service-standards.html	43	text	p	The school retains its ordinary duty of care and responsibility for its safeguarding procedures, site rules and emergency arrangements. Englishire expects relevant policies and reporting routes to be made available before teaching begins.	学校は、安全保護手順、敷地規則、および緊急時の措置に対する通常の注意義務と責任を負います。 Englishire は、教育が始まる前に、関連するポリシーと報告ルートが利用可能になることを期待しています。
service-standards.html	44	text	li	Communication with learners must remain within school-authorised channels and professional boundaries.	学習者とのコミュニケーションは、学校が承認したルートおよび専門家の境界内に留める必要があります。
service-standards.html	45	text	li	Photography, recording and personal-device use must follow the school’s rules and applicable consent requirements.	写真撮影、録音、個人用デバイスの使用は、学校の規則と該当する同意要件に従う必要があります。
service-standards.html	46	text	li	Information about health, behaviour or additional needs should be limited to what is necessary for safe and appropriate teaching.	健康、行動、その他のニーズに関する情報は、安全で適切な教育に必要なものに限定されるべきです。
service-standards.html	47	text	li	Englishire may decline or discontinue an assignment where conditions appear unsafe, unlawful or materially different from those agreed.	Englishire は、条件が安全でないか、違法であるか、または合意された条件と著しく異なると思われる場合、任務を拒否または中止することがあります。
service-standards.html	48	text	p	05	05
service-standards.html	49	text	h2	Information handling	情報の取り扱い
service-standards.html	50	text	p	Schools should not place unnecessary sensitive information about learners, families or staff in the initial enquiry form. Necessary information can be shared through an appropriate agreed channel after the assignment has been reviewed.	学校は、最初の問い合わせフォームに、学習者、家族、スタッフに関する不必要な機密情報を含めるべきではありません。課題がレビューされた後、必要な情報は、合意された適切なチャネルを通じて共有できます。
service-standards.html	51	text	p	Englishire handles enquiry information in accordance with the	Englishireでは、お問い合わせ情報を以下に基づいて取り扱います。
service-standards.html	52	text	a	Privacy Policy	プライバシーポリシー
service-standards.html	53	text	p	.	.
service-standards.html	54	text	p	06	06
service-standards.html	55	text	h2	Assignment practice	課題演習
service-standards.html	56	text	p	Before the assignment, the school should provide the confirmed timetable, learner groups, lesson objectives, materials, arrival instructions, named contact and relevant emergency information.	課題を提出する前に、学校は確認された時間割、学習者グループ、レッスンの目的、教材、到着指示、指定された連絡先、および関連する緊急情報を提供する必要があります。
service-standards.html	57	text	p	Englishire will review the whole assignment rather than treating availability alone as evidence of suitability. Significant changes must be communicated promptly and may require renewed agreement.	Englishire は、空き状況のみを適合性の証拠として扱うのではなく、業務全体をレビューします。重大な変更は速やかに通知する必要があり、場合によっては新たな合意が必要となる場合があります。
service-standards.html	58	text	p	07	07
service-standards.html	59	text	h2	Concerns, incidents and feedback	懸念事項、出来事、フィードバック
service-standards.html	60	text	p	Immediate safety concerns should be reported through the school’s emergency or safeguarding procedure first. Englishire should then be informed at	差し迫った安全上の懸念がある場合は、まず学校の緊急事態または安全措置の手順を​​通じて報告する必要があります。その後、次の宛先まで通知する必要があります。
service-standards.html	61	text	a	info@englishire.com	info@englishire.com
service-standards.html	62	text	p	as soon as reasonably possible.	できるだけ早く。
service-standards.html	63	text	p	Other concerns, corrections or service feedback may also be sent to that address. Reports are considered individually and should include enough factual information to allow a proper review.	他の懸念事項、修正、サービスのフィードバックもそのアドレスに送信される場合があります。報告書は個別に検討され、適切なレビューを可能にするのに十分な事実情報が含まれている必要があります。
service-standards.html	64	text	p	Begin an Enquiry	問い合わせを開始する
service-standards.html	65	text	h2	Provide the assignment details currently available.	現在利用可能な業務の詳細を入力します。
service-standards.html	66	text	p	Englishire will review the requirement before confirming what can properly be offered.	Englishire は、何が適切に提供できるかを確認する前に要件を検討します。
service-standards.html	67	text	a	Request Teacher Cover	代講について相談する
service-standards.html	68	text	p	©	©
service-standards.html	69	text	span	2026	2026
service-standards.html	70	text	p	Englishire. All rights reserved.	Englishire. 無断転載を禁じます。
service-standards.html	71	text	a	Privacy	プライバシー
service-standards.html	72	text	a	Terms	利用規約
service-standards.html	73	text	a	Service Standards	サービス方針
service-standards.html	74	text	a	Accessibility	アクセシビリティ
service-standards.html	75	attr:aria-label	a	Englishire homepage	Englishireホームページ
service-standards.html	76	attr:alt	img	Englishire	Englishire
service-standards.html	77	attr:aria-label	nav	Primary navigation	メインナビゲーション
service-standards.html	78	attr:aria-label	aside	Service Standards sections	サービス標準セクション
service-standards.html	79	meta	description	Englishire response standards, commercial framework, safeguarding expectations and assignment practices for temporary English teacher cover in Tokyo.	Englishire の対応基準、商業フレームワーク、期待の保護、東京の臨時英語講師の業務慣行。
privacy.html	1	text	[document]	html	html
privacy.html	2	text	title	Privacy Policy | Englishire	プライバシーポリシー | Englishire
privacy.html	3	text	a	Skip to main content	本文へ移動
privacy.html	4	text	span	Menu	メニュー
privacy.html	5	text	a	Teacher Cover	講師の代講・短期手配
privacy.html	6	text	a	When We Help	対応できるケース
privacy.html	7	text	a	How It Works	ご利用の流れ
privacy.html	8	text	a	Journal	Journal
privacy.html	9	text	a	About	Englishireについて
privacy.html	10	text	a	Request Teacher Cover	代講について相談する
privacy.html	11	text	p	Privacy	プライバシー
privacy.html	12	text	h1	Your information deserves the same careful consideration as your enquiry.	あなたの情報は、お問い合わせと同じように慎重に考慮される必要があります。
privacy.html	13	text	p	This page explains what information Englishire may receive, why it may be needed and how it is handled.	このページでは、Englishire が受け取る可能性のある情報、それが必要な理由、およびその処理方法について説明します。
privacy.html	14	text	p	Privacy should be explained plainly rather than concealed behind unnecessarily complicated language. We therefore set out below the purposes for which information may be used, the circumstances in which it may be shared and the choices available to you.	プライバシーは不必要に複雑な言葉で隠されるのではなく、明確に説明されるべきです。したがって、当社は、情報が使用される目的、情報が共有される状況、およびお客様が利用できる選択肢を以下に定めます。
privacy.html	15	text	strong	Last reviewed:	最終レビュー:
privacy.html	16	text	p	20 July 2026	2026 年 7 月 20 日
privacy.html	17	text	figcaption	Trust is earned not merely through promises, but through the manner in which information is handled.	信頼は約束だけで得られるものではなく、情報の扱い方によっても得られます。
privacy.html	18	text	p	The Principle	原則
privacy.html	19	text	h2	Information should be requested for a reason.	情報は理由があって要求されるべきです。
privacy.html	20	text	p	Englishire receives information principally when a school makes an enquiry, introduces itself, requests temporary teacher cover or otherwise communicates with us.	Englishire は主に、学校からの問い合わせ、自己紹介、一時的な講師の代講のリクエスト、またはその他の連絡があったときに情報を受け取ります。
privacy.html	21	text	p	We endeavour to request only what is reasonably required to understand the matter, respond properly and manage any resulting professional relationship.	Englishireは、問題を理解し、適切に対応し、その結果生じる職業上の関係を管理するために合理的に必要なもののみを要求するよう努めます。
privacy.html	22	text	p	Information is not collected merely because a form makes it possible to ask for it.	情報は、フォームによって要求できるという理由だけで収集されるものではありません。
privacy.html	23	text	p	Clear purpose should come before collection.	収集する前に目的を明確にする必要があります。
privacy.html	24	text	p	Privacy Policy	プライバシーポリシー
privacy.html	25	text	h2	The chapters	章
privacy.html	26	text	a	1. Information we may receive	1. 当社が受け取る可能性のある情報
privacy.html	27	text	a	2. Why we use it	2. 使用する理由
privacy.html	28	text	a	3. The basis for handling it	3. 取扱いの根拠
privacy.html	29	text	a	4. When information may be shared	4. 情報を共有する場合
privacy.html	30	text	a	5. How long it may be kept	5. 保管期間
privacy.html	31	text	a	6. Security	6. セキュリティ
privacy.html	32	text	a	7. Cookies and technical information	7. Cookieと技術情報
privacy.html	33	text	a	8. Services outside Japan	8. 日本国外でのサービス
privacy.html	34	text	a	9. Information concerning children	9. お子様に関する情報
privacy.html	35	text	a	10. Your choices and requests	10. あなたの選択と要望
privacy.html	36	text	a	11. Changes to this policy	11. 本ポリシーの変更
privacy.html	37	text	a	12. Contact	12. 連絡先
privacy.html	38	text	p	01	01
privacy.html	39	text	h2	Information we may receive	当社が受け取る可能性のある情報
privacy.html	40	text	p	Depending upon the nature of your enquiry or relationship with Englishire, we may receive information such as:	お問い合わせの性質または Englishire との関係に応じて、次のような情報を受け取る場合があります。
privacy.html	41	text	li	your name, position, organisation, email address and telephone number;	お客様の氏名、役職、所属、電子メールアドレス、電話番号。
privacy.html	42	text	li	the name, address, website, nearest station and other practical details concerning a school or education provider;	学校または教育プロバイダーに関する名前、住所、ウェブサイト、最寄りの駅、およびその他の実際的な詳細。
privacy.html	43	text	li	dates, timetables, learner age groups, class sizes, lesson formats and assignment requirements;	日付、時間割、学習者の年齢層、クラスの規模、レッスン形式、課題の要件。
privacy.html	44	text	li	information contained in correspondence, forms, documents or other materials you choose to send;	あなたが送信することを選択した通信、フォーム、文書、またはその他の資料に含まれる情報。
privacy.html	45	text	li	administrative information required for quotations, agreements, invoicing, payment or record-keeping;	見積書、契約書、請求書発行、支払いまたは記録保持に必要な管理情報。
privacy.html	46	text	li	technical information associated with use of the website, such as browser type, device information, IP address and basic access records, where such information is produced by the website or it's service providers.	ブラウザの種類、デバイス情報、IP アドレス、基本的なアクセス記録など、Web サイトの使用に関連する技術情報。このような情報は Web サイトまたはそのサービスプロバイダーによって作成されます。
privacy.html	47	text	p	Schools should avoid sending sensitive information about a learner, parent, teacher or other individual unless it is genuinely necessary, appropriate and lawful to do so.	学校は、真に必要、適切かつ合法である場合を除き、学習者、保護者、講師、その他の個人に関する機密情報の送信を避けるべきです。
privacy.html	48	text	p	The enquiry form transmits the information you enter securely to Formspree, a form-processing service provider, so that the enquiry can be delivered to Englishire. Formspree may process and retain the submission in accordance with its own privacy terms and the settings applied to Englishire’s form account.	お問い合わせフォームは、入力された情報をフォーム処理サービスプロバイダーである Formspree に安全に送信し、お問い合わせ内容を Englishire に届けることができます。 Formspree は、独自のプライバシー規約および Englishire のフォーム アカウントに適用される設定に従って、送信内容を処理し、保持することがあります。
privacy.html	49	text	p	02	02
privacy.html	50	text	h2	Why we use it	使用する理由
privacy.html	51	text	p	Personal information may be used for purposes including:	個人情報は次のような目的で使用される場合があります。
privacy.html	52	text	li	receiving and responding to enquiries;	問い合わせの受信と対応。
privacy.html	53	text	li	understanding a school, assignment, timetable or teaching requirement;	学校、課題、時間割、または指導要件を理解する。
privacy.html	54	text	li	considering teacher suitability and availability;	講師の適性と空き状況を考慮する。
privacy.html	55	text	li	communicating about an enquiry, proposed assignment or confirmed arrangement;	問い合わせ、提案された業務、または確認された取り決めについて連絡する。
privacy.html	56	text	li	preparing, administering and reviewing temporary teacher cover;	短期講師補償の準備、管理、検討。
privacy.html	57	text	li	producing quotations, agreements, invoices and related records;	見積書、契約書、請求書および関連記録の作成。
privacy.html	58	text	li	maintaining reasonable records of previous communications and assignments;	以前の通信と任務の合理的な記録を維持する。
privacy.html	59	text	li	protecting the website, Englishire, schools, teachers and other individuals from misuse, fraud, security concerns or unlawful activity;	ウェブサイト、Englishire、学校、講師、その他の個人を悪用、詐欺、セキュリティ上の懸念、または違法行為から保護する。
privacy.html	60	text	li	complying with legal, regulatory, accounting or tax obligations;	法律、規制、会計、税務上の義務を遵守する。
privacy.html	61	text	li	improving the clarity, usefulness and operation of the website and service.	ウェブサイトとサービスの明確さ、有用性、操作性を向上させる。
privacy.html	62	text	p	We do not intend to use personal information in a manner which is materially incompatible with the purpose for which it was obtained without first providing an appropriate explanation or obtaining consent where required.	当社は、個人情報を必要に応じて適切な説明または同意を得ることなく、取得目的と著しく相反する方法で利用することはありません。
privacy.html	63	text	p	03	03
privacy.html	64	text	h2	The basis for handling it	取り扱いの基本は
privacy.html	65	text	p	Englishire handles personal information where doing so is reasonably connected with an enquiry, requested service, proposed or existing arrangement, legal obligation, legitimate operational need or consent provided by the individual.	Englishire は、お問い合わせ、要求されたサービス、提案または既存の取り決め、法的義務、正当な業務上の必要性、または個人によって提供された同意に合理的に関連する場合に、個人情報を取り扱います。
privacy.html	66	text	p	Where Japanese law requires a particular notice, consent, procedure or form of handling, Englishire shall endeavour to follow the applicable requirement.	日本の法律により特定の通知、同意、手順または取り扱い形式が要求される場合、Englishire は該当する要件に従うよう努めるものとします。
privacy.html	67	text	p	The submission of an enquiry does not require you to provide information which is unrelated to the matter being considered.	問い合わせを送信する場合、検討されている問題に無関係な情報を提供する必要はありません。
privacy.html	68	text	p	04	04
privacy.html	69	text	h2	When information may be shared	情報が共有される場合
privacy.html	70	text	p	Englishire does not sell personal information.	Englishire は個人情報を販売しません。
privacy.html	71	text	p	Information may, however, be shared where reasonably necessary with:	ただし、合理的に必要な場合には、情報は以下の者と共有される場合があります。
privacy.html	72	text	li	teachers or prospective teachers who require relevant assignment information;	関連する課題情報を必要とする講師または将来の講師。
privacy.html	73	text	li	schools, education providers or authorised representatives involved in an enquiry or assignment;	問い合わせや任務に関与する学校、教育提供者、または認定された代表者。
privacy.html	74	text	li	service providers supporting website hosting, forms, email, storage, administration, accounting, security or other business functions;	Web サイトのホスティング、フォーム、電子メール、ストレージ、管理、会計、セキュリティ、またはその他のビジネス機能をサポートするサービス プロバイダー。
privacy.html	75	text	li	professional advisers, insurers, accountants or legal advisers where their assistance is reasonably required;	合理的に支援が必要な専門アドバイザー、保険会社、会計士、または法律顧問。
privacy.html	76	text	li	public authorities, regulators, courts or other parties where disclosure is required or permitted by law;	法律により開示が要求または許可されている公的機関、規制当局、裁判所、またはその他の当事者。
privacy.html	77	text	li	another organisation involved in a legitimate restructuring, transfer or succession of the business, subject to appropriate handling of the information.	情報を適切に取り扱うことを条件として、合法的な組織再編、事業の譲渡または承継に関与するその他の組織。
privacy.html	78	text	p	Where information is shared for an assignment, we endeavour to limit it to what the recipient reasonably needs to know.	課題のために情報が共有される場合、当社は受信者が合理的に知る必要がある内容に限定するよう努めます。
privacy.html	79	text	p	05	05
privacy.html	80	text	h2	How long it may be kept	どれくらいの期間保管できるのか
privacy.html	81	text	p	Information is retained only for as long as reasonably required for the purpose for which it was obtained, for a related professional relationship, or to satisfy legal, accounting, tax, security or record-keeping obligations.	情報は、その情報を取得した目的、関連する職業上の関係、または法律、会計、税務、セキュリティまたは記録保持の義務を満たすために合理的に必要な期間にのみ保持されます。
privacy.html	82	text	p	Different information may be kept for different periods. An unsuccessful preliminary enquiry, for example, need not be treated in precisely the same manner as records relating to a completed assignment or payment.	異なる情報が異なる期間保持される場合があります。たとえば、失敗した事前照会は、完了した譲渡または支払いに関する記録とまったく同じ方法で処理する必要はありません。
privacy.html	83	text	p	Information which is no longer reasonably required should be deleted, anonymised or otherwise dealt with appropriately, subject to lawful retention requirements and practical backup arrangements.	合理的に必要とされなくなった情報は、合法的な保持要件と実際的なバックアップの取り決めに従って、削除、匿名化、またはその他の方法で適切に処理される必要があります。
privacy.html	84	text	p	06	06
privacy.html	85	text	h2	Security	安全
privacy.html	86	text	p	Englishire endeavours to use reasonable organisational and technical measures to protect personal information against unauthorised access, loss, misuse, alteration or disclosure.	Englishire は、個人情報を不正アクセス、紛失、悪用、改変、開示から保護するために、合理的な組織的および技術的措置を講じるよう努めます。
privacy.html	87	text	p	Such measures may include restricted access, sensible account and password practices, secure service providers, software updates, record controls and care when transmitting assignment information.	このような措置には、アクセスの制限、アカウントとパスワードの賢明な実践、安全なサービスプロバイダー、ソフトウェアの更新、記録の管理、業務情報の送信時の注意などが含まれる場合があります。
privacy.html	88	text	p	No website, email system or storage method can be guaranteed to be entirely secure. Schools should therefore avoid including unnecessary sensitive information in ordinary email or web-form correspondence.	Web サイト、電子メール システム、保存方法が完全に安全であることを保証することはできません。したがって、学校は、通常の電子メールや Web フォームでの通信に不必要な機密情報を含めないようにする必要があります。
privacy.html	89	text	p	07	07
privacy.html	90	text	h2	Cookies and technical information	Cookieと技術情報
privacy.html	91	text	p	At the review date shown above, the website code does not set cookies or use browser storage. It does not include analytics, advertising trackers or embedded third-party media.	上記の確認日時点では、Web サイトのコードは Cookie を設定したり、ブラウザのストレージを使用したりしていません。これには、分析、広告トラッカー、埋め込まれたサードパーティ メディアは含まれません。
privacy.html	92	text	p	If analytics, embedded media, advertising or other non-essential technologies are introduced, the	分析、埋め込みメディア、広告、またはその他の必須ではないテクノロジーが導入された場合、
privacy.html	93	text	a	Cookie Policy	クッキーポリシー
privacy.html	94	text	p	should explain them and, where required, an appropriate choice or consent mechanism should be provided.	それらについて説明し、必要に応じて適切な選択または同意のメカニズムを提供する必要があります。
privacy.html	95	text	p	Browser settings may permit you to refuse or delete cookies, though doing so may affect certain website functions.	ブラウザの設定により Cookie を拒否または削除できる場合がありますが、そうすると特定の Web サイトの機能に影響を及ぼす可能性があります。
privacy.html	96	text	p	08	08
privacy.html	97	text	h2	Services outside Japan	日本国外でのサービス
privacy.html	98	text	p	Some website, email, storage, administration or other service providers may process or store information outside Japan.	一部の Web サイト、電子メール、ストレージ、管理、またはその他のサービスプロバイダーは、日本国外で情報を処理または保存する場合があります。
privacy.html	99	text	p	Where that occurs, Englishire shall endeavour to consider the nature of the provider, the information involved and any safeguards or legal requirements applicable to the transfer or processing.	そのような場合、Englishire はプロバイダーの性質、関連する情報、転送または処理に適用される安全措置や法的要件を考慮するよう努めるものとします。
privacy.html	100	text	p	The location of a service provider may change over time, and the provider's own privacy terms may also apply to its handling of information.	サービスプロバイダーの所在地は時間の経過とともに変化する可能性があり、情報の取り扱いにはプロバイダー独自のプライバシー規約も適用される場合があります。
privacy.html	101	text	p	09	09
privacy.html	102	text	h2	Information concerning children	お子様に関する情報
privacy.html	103	text	p	Englishire's website and enquiry form are intended principally for schools, education providers and adult representatives.	Englishire の Web サイトおよび問い合わせフォームは、主に学校、教育提供者、成人の代表者を対象としています。
privacy.html	104	text	p	A school should not provide identifying or sensitive information about a child unless it has a proper reason and lawful authority to do so.	学校は、適切な理由と法的権限がない限り、子供に関する個人情報や機密情報を提供すべきではありません。
privacy.html	105	text	p	Where a temporary teacher genuinely needs to know something relevant to a learner's safety, accessibility or classroom support, the school should share only what is appropriate and necessary for the assignment.	短期講師が学習者の安全、アクセシビリティ、または教室でのサポートに関連することを真に知る必要がある場合、学校はその課題に適切かつ必要なもののみを共有する必要があります。
privacy.html	106	text	p	10	10
privacy.html	107	text	h2	Your choices and requests	あなたの選択と要望
privacy.html	108	text	p	Subject to applicable law and reasonable verification, an individual may contact Englishire to ask about personal information concerning them, or to request correction, deletion, restriction, cessation of use or another appropriate form of handling.	適用法および合理的な検証を条件として、個人は、Englishire に連絡して、自分に関する個人情報について問い合わせたり、修正、削除、制限、使用停止、またはその他の適切な形式の取り扱いを要求したりすることができます。
privacy.html	109	text	p	Some requests may be limited where information must be retained for legal, accounting, contractual, security or other legitimate reasons.	法的、会計、契約、セキュリティ、またはその他の正当な理由で情報を保持する必要がある場合、一部のリクエストは制限される場合があります。
privacy.html	110	text	p	We may ask for information sufficient to confirm the identity and authority of the person making the request before disclosing or changing personal information.	当社は、個人情報を開示または変更する前に、要求を行った人の身元と権限を確認するのに十分な情報を求める場合があります。
privacy.html	111	text	p	11	11
privacy.html	112	text	h2	Changes to this policy	このポリシーの変更
privacy.html	113	text	p	This policy may be revised when the website, service, technology or legal requirements change.	このポリシーは、ウェブサイト、サービス、テクノロジー、または法的要件が変更された場合に改訂されることがあります。
privacy.html	114	text	p	The date at the top of the page indicates when the policy was last reviewed. Material changes should be presented clearly rather than concealed within minor wording.	ページの上部にある日付は、ポリシーが最後にレビューされた日を示します。重要な変更は、些細な文言の中に隠すのではなく、明確に提示する必要があります。
privacy.html	115	text	p	12	12
privacy.html	116	text	h2	Contact	お問い合わせ
privacy.html	117	text	p	Questions, requests or concerns concerning privacy may be sent through the Englishire	プライバシーに関する質問、リクエスト、または懸念事項は、Englishire を通じて送信できます。
privacy.html	118	text	a	contact page	お問い合わせページ
privacy.html	119	text	p	.	.
privacy.html	120	text	p	Please provide sufficient information for the matter to be identified and considered. Please do not include further sensitive information unless it is genuinely required.	問題を特定して検討するために十分な情報を提供してください。本当に必要な場合を除き、これ以上の機密情報は含めないでください。
privacy.html	121	text	p	PRIVACY	PRIVACY
privacy.html	122	text	p	Clear purpose. Sensible restraint.	明確な目的。賢明な抑制。
privacy.html	123	text	p	A Final Reassurance	最後の安心感
privacy.html	124	text	h2	Courtesy does not end when information is submitted.	礼儀は情報が提出されただけで終わるわけではありません。
privacy.html	125	text	p	Englishire believes that trust is earned through the ordinary habits of careful handling: asking for information with a reason, using it for that reason, sharing it only where justified and retaining it no longer than necessary.	Englishire は、信頼は、理由を持って情報を要求し、その理由のために使用し、正当な場合にのみ共有し、必要以上に保持しないという、慎重に扱うという日常的な習慣によって得られると信じています。
privacy.html	126	text	p	Should you have a question concerning privacy, we should be pleased to consider it directly.	プライバシーに関するご質問がございましたら、喜んで直接検討させていただきます。
privacy.html	127	text	a	Contact Englishire	お問い合わせ
privacy.html	128	text	span	ENGLISHIRE	ENGLISHIRE
privacy.html	129	text	span	Temporary Teacher Cover · Tokyo	東京都内の学校向け英語講師の代講・短期手配
privacy.html	130	text	p	Considered temporary English teacher cover for Tokyo schools.	東京の学校を対象に、内容を丁寧に確認したうえで英語講師の代講・短期手配を行います。
privacy.html	131	text	p	Services	サービス
privacy.html	132	text	a	Teacher Cover	講師の代講・短期手配
privacy.html	133	text	a	When We Help	対応できるケース
privacy.html	134	text	a	How It Works	ご利用の流れ
privacy.html	135	text	a	Request Teacher Cover	代講について相談する
privacy.html	136	text	p	Englishire	Englishire
privacy.html	137	text	a	About	Englishireについて
privacy.html	138	text	a	Journal	Journal
privacy.html	139	text	a	Questions	よくあるご質問
privacy.html	140	text	a	Contact	お問い合わせ
privacy.html	141	text	p	Privacy	プライバシー
privacy.html	142	text	p	Questions concerning personal information may be sent through the contact page.	個人情報に関するご質問は、お問い合わせページより承ります。
privacy.html	143	text	a	Contact Englishire	お問い合わせ
privacy.html	144	text	p	©	©
privacy.html	145	text	span	2026	2026
privacy.html	146	text	p	Englishire. All rights reserved.	Englishire. 無断転載を禁じます。
privacy.html	147	text	a	Privacy	プライバシー
privacy.html	148	text	a	Terms	利用規約
privacy.html	149	text	a	Cookies	Cookieポリシー
privacy.html	150	text	p	This website works best with JavaScript enabled, though the complete Privacy Policy and every essential link remain available without it.	この Web サイトは JavaScript を有効にすると最適に動作しますが、完全なプライバシー ポリシーとすべての重要なリンクは、JavaScript を有効にしなくても利用できます。
privacy.html	151	attr:aria-label	a	Englishire homepage	Englishireホームページ
privacy.html	152	attr:alt	img	Englishire	Englishire
privacy.html	153	attr:aria-label	nav	Primary navigation	メインナビゲーション
privacy.html	154	attr:alt	img	A carefully arranged notebook and correspondence on a quiet desk	静かな机の上に丁寧に整えられたノートと手紙
privacy.html	155	attr:aria-label	nav	Privacy Policy sections	プライバシー ポリシーのセクション
privacy.html	156	attr:aria-label	a	Return to Englishire homepage	Englishireホームページへ戻る
privacy.html	157	attr:aria-label	nav	Footer service navigation	フッターのサービス案内
privacy.html	158	attr:aria-label	nav	Footer company navigation	フッターのEnglishire案内
privacy.html	159	meta	description	Englishire's Privacy Policy explains what personal information may be received, why it is used, how it is protected and the choices available to individuals.	Englishire のプライバシー ポリシーでは、どのような個人情報が受け取られるか、その使用理由、保護方法、および個人が利用できる選択肢について説明しています。
privacy.html	160	meta	og:type	website	website
privacy.html	161	meta	og:title	Privacy Policy | Englishire	プライバシーポリシー | Englishire
privacy.html	162	meta	og:description	A clear explanation of how Englishire handles personal information.	Englishireの個人情報の取り扱いについてわかりやすく説明します。
privacy.html	163	meta	og:url	https://englishire.com/privacy.html	https://englishire.com/ja/privacy.html
privacy.html	164	meta	og:image	https://englishire.com/englishire-social-preview.jpg	https://englishire.com/englishire-social-preview.jpg
privacy.html	165	meta	twitter:card	summary_large_image	summary_large_image
privacy.html	166	meta	twitter:title	Privacy Policy | Englishire	プライバシーポリシー | Englishire
privacy.html	167	meta	twitter:description	How Englishire receives, uses, protects and retains personal information.	Englishire が個人情報をどのように受け取り、使用し、保護し、保持するか。
privacy.html	168	meta	twitter:image	https://englishire.com/englishire-social-preview.jpg	https://englishire.com/englishire-social-preview.jpg
cookies.html	1	text	[document]	html	html
cookies.html	2	text	title	Cookie Policy | Englishire	クッキーポリシー | Englishire
cookies.html	3	text	a	Skip to main content	本文へ移動
cookies.html	4	text	span	Menu	メニュー
cookies.html	5	text	a	Teacher Cover	講師の代講・短期手配
